genes	logFC	FDR	fact	stage	dnds	avr_exp	avr_exp_f	avr_exp_m
TCM_00537	-0.77085819	0.665440658	Not DE	hatch	0.2484	353.2556843	243.1095041	430.4504354
TCM_00538	-0.776465696	0.747358998	Not DE	hatch	0.0849	39.41823644	21.89229844	39.09151425
TCM_00539	-0.646252742	0.762597062	Not DE	hatch	NA	25.52147314	12.08419986	19.81708935
TCM_00540	-0.33199232	0.91127656	Not DE	hatch	0.2587	204.9663753	0.389099499	0.486218928
TCM_00541	-0.270040736	0.892619356	Not DE	hatch	0.0546	1.015095701	2.184967486	2.645890326
TCM_00542	0.012946679	0.996586107	Not DE	hatch	0.0933	52.78853572	91.64638897	92.45255354
TCM_00543	0.351295238	0.73173484	Not DE	hatch	0.3306	18.3331787	14.81478742	11.8577593
TCM_00544	-0.110129463	0.913254546	Not DE	hatch	0.1168	38.44862782	40.090704	43.76532867
TCM_00545	0.301418482	0.762597062	Not DE	hatch	0.0448	118.9016224	111.7531667	93.46264085
TCM_00546	0.115126142	0.920631591	Not DE	hatch	0.001	21.75874369	15.68962242	14.96452884
TCM_00547	-0.297544062	0.850738136	Not DE	hatch	0.001	1.125352939	1.276712602	1.593062923
TCM_00548	-0.02910201	0.98577409	Not DE	hatch	0.001	29.30947411	21.75599143	22.72587071
TCM_00549	-0.155996115	0.885966195	Not DE	hatch	0.0967	9.849348006	8.283057085	9.51488804
TCM_00550	-0.155326869	0.871758132	Not DE	hatch	0.2967	80.55894143	36.37446437	41.93067863
TCM_00551	0.096627499	0.920631591	Not DE	hatch	0.2232	44.2171151	31.97626265	30.58622654
TCM_00553	0.012528055	0.996357127	Not DE	hatch	0.001	17.08620508	21.56282934	21.759814
TCM_00554	0.218291334	0.920631591	Not DE	hatch	NA	3.671269019	1.074485524	0.910270705
TCM_00555	0.565064398	0.745975294	Not DE	hatch	NA	5.552522208	5.525352468	3.835025375
TCM_00556	0.064868078	0.960084381	Not DE	hatch	0.0848	265.037514	306.2931588	294.7596611
TCM_00557	0.462660107	0.591305091	Not DE	hatch	0.2357	73.15666855	88.37858161	65.61664872
TCM_00558	0.015609892	0.994331113	Not DE	hatch	NA	1893.902675	2037.15413	2094.538914
TCM_00559	0.006140689	0.997694142	Not DE	hatch	0.001	1081.822029	1132.137348	1149.156431
TCM_00560	0.322063295	0.908557291	Not DE	hatch	NA	91.4972509	112.379881	95.40649755
TCM_00561	-0.150978371	0.878138182	Not DE	hatch	0.0516	47.02437266	44.94419384	51.16409933
TCM_00563	0.447320666	0.760695319	Not DE	hatch	NA	15.58724423	26.96802373	20.91442163
TCM_00564	0.168813789	0.893011435	Not DE	hatch	0.001	80.47178428	111.3412871	102.1948934
TCM_00565	-0.361385656	0.659068561	Not DE	hatch	0.0221	49.93142088	54.38236597	71.27858344
TCM_00566	-0.28802424	0.789188541	Not DE	hatch	0.0811	51.4651264	67.41306241	86.01674277
TCM_00567	0.440485334	0.758902373	Not DE	hatch	NA	40.82971427	55.31812794	41.96536078
TCM_00568	0.094803378	0.943682537	Not DE	hatch	0.7513	50.76584685	47.05972256	44.82544941
TCM_00569	0.349684651	0.771770005	Not DE	hatch	0.2069	33.34271106	40.46270143	32.35198181
TCM_00570	0.311057376	0.876582892	Not DE	hatch	NA	1.854973029	2.946133308	2.41019644
TCM_00571	-0.358130864	0.810777346	Not DE	hatch	NA	3.415656445	4.27994983	5.668895356
TCM_00572	-0.207495784	0.905228879	Not DE	hatch	0.1614	21.9988022	32.77771665	39.50582981
TCM_00573	0.133175251	0.924718667	Not DE	hatch	99	23.35772764	21.43177466	19.78347043
TCM_00574	1.615169608	0.695554841	Not DE	hatch	NA	12.97303885	3.510997475	1.039517131
TCM_00575	0.073938991	0.9538099	Not DE	hatch	0.4024	49.95164638	84.29899563	80.72168854
TCM_00576	-0.076666802	0.964575925	Not DE	hatch	0.001	14.05287393	9.650553609	10.66565646
TCM_00577	-0.222481789	0.889578892	Not DE	hatch	0.0479	142.9066288	125.3314032	149.2419405
TCM_00578	-0.741210169	0.762597062	Not DE	hatch	NA	0.5558068	0.375843314	0.627075354
TCM_00579	-0.35376259	0.758902373	Not DE	hatch	0.0154	12.80917256	20.9571104	27.67146056
TCM_00580	-0.106724327	0.896564547	Not DE	hatch	0.1219	42.45820966	37.72282331	41.80747814
TCM_00622	-0.07189905	0.943270003	Not DE	hatch	0.0362	17.63403962	15.34054555	16.41640944
TCM_00623	-0.460552095	0.659068561	Not DE	hatch	0.001	12.50098619	9.656276003	13.40288867
TCM_00624	0.338324445	0.695428436	Not DE	hatch	0.1663	41.22197343	45.4498981	36.60867478
TCM_00625	0.150187148	0.87368225	Not DE	hatch	0.3523	573.6733432	619.5628381	566.8316878
TCM_00626	0.133217382	0.935113191	Not DE	hatch	0.05	8.442071525	8.516160085	7.734697087
TCM_00627	0.640399084	0.768374773	Not DE	hatch	NA	1.270520863	1.013142387	0.648902949
TCM_00628	-0.049660867	0.991659084	Not DE	hatch	NA	4.438829748	1.567544409	1.617719682
TCM_00629	-0.244273332	0.857530067	Not DE	hatch	0.001	5.649079588	8.232508682	9.933475843
TCM_00630	0.419355777	0.640034592	Not DE	hatch	NA	12.00357272	13.92187647	10.61424763
TCM_00631	0.22410174	0.876582892	Not DE	hatch	0.001	28.75766463	30.15244229	26.27996592
TCM_00634	0.383301889	0.741760419	Not DE	hatch	0.1473	10.89384189	12.03252907	9.514581312
TCM_00635	-0.666435957	0.67493149	Not DE	hatch	0.3064	6.309843138	8.981025436	14.11370477
TCM_00636	-0.560555242	0.778821442	Not DE	hatch	0.3235	0.602018357	0.458400247	0.715831202
TCM_00637	0.25869815	0.77988398	Not DE	hatch	0.114	201.0227694	252.5272813	217.3170088
TCM_00638	-0.265423272	0.892619356	Not DE	hatch	NA	3.197348514	0.674820386	0.807669604
TCM_00640	-0.409843662	0.87368225	Not DE	hatch	NA	16.12725679	1.385710837	1.866670836
TCM_00641	-0.576572431	0.77988398	Not DE	hatch	NA	0.236384763	0.362713698	0.581807724
TCM_00642	0.187718241	0.87368225	Not DE	hatch	NA	71.45491238	101.9785014	91.49755604
TCM_00643	-0.229929795	0.787930154	Not DE	hatch	NA	46.05672057	64.70523766	77.14757476
TCM_00644	-0.038337352	0.987594935	Not DE	hatch	NA	5.916639471	2.584208125	2.733303163
TCM_00645	0.015327411	0.994169171	Not DE	hatch	0.001	5.848123282	10.54871505	10.74114801
TCM_00646	0.105978497	0.932697754	Not DE	hatch	0.2366	7.798155608	11.53896163	10.7590894
TCM_00647	-0.148919674	0.941043411	Not DE	hatch	2.6856	2.476320509	3.371885877	3.687410099
TCM_00648	0.086758875	0.957709381	Not DE	hatch	0.0775	17.65580441	17.2059703	16.54981724
TCM_00649	0.064719033	0.966323183	Not DE	hatch	0.001	24.62006884	23.59028915	23.38579387
TCM_00650	0.061860037	0.956852284	Not DE	hatch	0.001	58.13851038	49.34647231	48.56518035
TCM_00652	0.151892974	0.917277077	Not DE	hatch	0.1113	128.1971603	206.3951476	190.4782971
TCM_00653	0.71142032	0.753217537	Not DE	hatch	NA	4.860000755	12.50923078	7.682952461
TCM_00654	-0.310006411	0.854381771	Not DE	hatch	NA	1.505287514	2.554713649	3.273147146
TCM_00655	-0.277096951	0.840250029	Not DE	hatch	NA	8.803741375	13.25699517	16.41933061
TCM_00657	-0.036162943	0.977225755	Not DE	hatch	NA	48.29443812	84.81457848	88.62246433
TCM_00658	-0.842359892	0.762597062	Not DE	hatch	0.1253	8.949165947	0.465800881	0.842623265
TCM_00659	-0.488936813	0.883578396	Not DE	hatch	NA	11.52345128	4.633496328	6.837833444
TCM_00660	0.09441518	0.943682537	Not DE	hatch	0.4274	31.29518035	58.30787398	55.50479049
TCM_00661	-0.178413194	0.885693302	Not DE	hatch	0.1514	26.35187732	41.95564213	48.50545582
TCM_00663	-0.328343502	0.809233302	Not DE	hatch	0.1635	17.90166355	25.09852598	32.12090252
TCM_00664	-0.509890472	0.686724759	Not DE	hatch	0.0684	11.88818103	8.505620973	12.09624588
TCM_00665	-0.046833621	0.975541559	Not DE	hatch	0.1812	12.23830429	27.09140463	28.01565532
TCM_00666	-0.013819536	0.996357127	Not DE	hatch	0.1889	29.96595086	22.08465292	22.24362016
TCM_00667	-0.007629818	0.996357127	Not DE	hatch	0.2899	33.85823396	44.50366553	45.29724208
TCM_00668	0.227220517	0.831320352	Not DE	hatch	0.3435	40.3323408	38.00272669	32.68453669
TCM_00669	-0.044776746	0.960777103	Not DE	hatch	0.1279	115.282658	125.6762908	132.4744467
TCM_00670	0.1110304	0.913270339	Not DE	hatch	0.2239	37.04573504	42.46034672	40.2987604
TCM_00671	-0.239284398	0.845488684	Not DE	hatch	0.1778	5.395600122	9.23425743	11.21479337
TCM_00672	-0.13508463	0.925936767	Not DE	hatch	NA	459.770141	448.4729536	511.9107624
TCM_00673	-0.3387667	0.758902373	Not DE	hatch	NA	7.310092724	6.690008557	8.507609249
TCM_00674	-0.140639358	0.891352808	Not DE	hatch	1.0598	90.51371686	109.3150456	123.9746314
TCM_00675	-0.146876334	0.898847734	Not DE	hatch	0.0476	32.56485759	24.13563782	27.37314196
TCM_00676	-0.268782521	0.903960676	Not DE	hatch	NA	36.32558789	19.99897777	23.59278338
TCM_00677	0.075821456	0.950319955	Not DE	hatch	NA	25.33614816	20.24441892	19.26156913
TCM_00678	0.144432821	0.900275215	Not DE	hatch	NA	39.44542292	62.16158102	56.54894623
TCM_00679	0.188720131	0.785178341	Not DE	hatch	0.001	74.21527673	64.3452622	57.40383859
TCM_00680	-0.079672098	0.950319955	Not DE	hatch	0.0223	24.79248708	29.987637	32.16468544
TCM_00681	-0.428292093	0.737491524	Not DE	hatch	0.001	1.869657649	1.967741086	2.722920923
TCM_00682	0.1112052	0.944412961	Not DE	hatch	NA	1.461522422	2.088871971	1.974897178
TCM_00683	0.138343361	0.89195019	Not DE	hatch	NA	45.37140295	51.27733055	47.33268148
TCM_00684	-0.144507117	0.899682459	Not DE	hatch	0.0232	18.03931753	15.76472551	17.7290185
TCM_00685	0.066798327	0.969714181	Not DE	hatch	0.0115	213.0538363	266.2806395	261.6280678
TCM_00686	0.32253516	0.790973436	Not DE	hatch	NA	864.9323188	984.1138514	815.901498
TCM_00687	-0.075487547	0.961516073	Not DE	hatch	0.0316	1625.965774	1610.272823	1739.297231
TCM_00689	-0.040603991	0.994331113	Not DE	hatch	0.2181	19.45282411	1.468465786	1.559631939
TCM_00690	-0.885231777	0.703405551	Not DE	hatch	NA	0.524841155	0.558576023	1.037871794
TCM_00691	-0.076816296	0.932697754	Not DE	hatch	0.001	29.58818618	33.27171591	35.71619441
TCM_00692	0.536153212	0.678635966	Not DE	hatch	0.4549	3.784185088	3.545363736	2.440007171
TCM_00693	-0.337078314	0.752869456	Not DE	hatch	NA	46.27684694	43.97769605	56.04069
TCM_00694	0.127784176	0.887556226	Not DE	hatch	0.1114	12.01212419	16.77239831	15.60363515
TCM_00695	0.173032241	0.828278024	Not DE	hatch	0.0585	75.99998408	76.34566178	69.00557935
TCM_00696	0.059130794	0.948079821	Not DE	hatch	NA	42.37529033	47.8830465	47.53225769
TCM_00698	-0.477496311	0.741760419	Not DE	hatch	0.0248	2.915021101	4.303662434	6.016023472
TCM_00699	-0.224095944	0.913254546	Not DE	hatch	NA	2.815014876	5.640075945	6.61004504
TCM_00700	-0.121905714	0.90263826	Not DE	hatch	NA	16.73135781	28.2514776	31.25800204
TCM_00701	0.00462618	0.997737078	Not DE	hatch	0.0808	71.27572053	128.0520071	131.0560197
TCM_00702	-0.254469434	0.864716761	Not DE	hatch	NA	14.53417463	19.57642873	23.49098699
TCM_00705	-0.389035232	0.77988398	Not DE	hatch	NA	6.213182703	4.929586813	6.510023038
TCM_00706	-0.409276816	0.736216784	Not DE	hatch	0.2955	20.22965451	23.99698697	32.44212327
TCM_00707	-0.118460636	0.954943024	Not DE	hatch	0.1181	28.04253958	36.74967936	41.79374165
TCM_00708	0.099088197	0.943682537	Not DE	hatch	0.1207	42.54230232	24.87020762	23.6167217
TCM_00709	0.147555722	0.913254546	Not DE	hatch	0.2138	73.13653339	108.0432955	99.24491654
TCM_00710	-0.172826947	0.917277077	Not DE	hatch	NA	11.5907819	12.09539367	13.84544899
TCM_00711	0.06046238	0.962686392	Not DE	hatch	0.2831	34.66646654	32.32865031	32.11136391
TCM_00712	-0.030690623	0.982603224	Not DE	hatch	NA	1413.081576	1100.611529	1166.713959
TCM_00713	-0.130351375	0.95330964	Not DE	hatch	NA	32.38963523	48.28501029	52.74257482
TCM_00714	-0.51771764	0.753217537	Not DE	hatch	0.1588	385.2368505	150.0354829	217.9722615
TCM_00715	0.289047979	0.877824025	Not DE	hatch	NA	662.4305562	1099.568795	905.2209526
TCM_00716	-0.068177099	0.958649396	Not DE	hatch	NA	1981.099694	2171.744961	2352.354022
TCM_00717	0.431475407	0.889578892	Not DE	hatch	NA	0.718081405	0.847234699	0.590063405
TCM_00718	0.158717902	0.882860981	Not DE	hatch	0.0136	90.5399581	125.9893689	113.5765453
TCM_00719	0.050794759	0.968806741	Not DE	hatch	0.001	15.52148991	11.3996349	11.05979522
TCM_00720	0.084713494	0.927593516	Not DE	hatch	0.0528	302.5048384	469.428307	455.9289112
TCM_00721	0.024700073	0.993310501	Not DE	hatch	0.001	6.648889432	7.888118851	7.932657452
TCM_00722	-0.016361939	0.994169171	Not DE	hatch	0.1072	42.72521413	65.37803116	67.2240801
TCM_00723	0.00143095	0.998989344	Not DE	hatch	NA	182.669663	77.99513827	80.93730218
TCM_00724	-0.467614092	0.778821442	Not DE	hatch	NA	46.74442321	65.28551511	95.77160746
TCM_00725	-0.307799457	0.890597787	Not DE	hatch	0.1159	10.00286853	4.940266892	6.465808638
TCM_00726	0.117838259	0.93261327	Not DE	hatch	0.0074	64.42524763	83.35483432	79.54924751
TCM_00727	-0.087913451	0.950319955	Not DE	hatch	0.2185	2.577226998	2.268477967	2.463742987
TCM_00728	0.499623518	0.77988398	Not DE	hatch	NA	11.20401103	5.273095945	3.863886794
TCM_00729	0.11838558	0.927593516	Not DE	hatch	0.0363	76.65188417	37.05707902	34.92305585
TCM_00730	-0.102832293	0.948841444	Not DE	hatch	0.0149	44.33664211	46.77817051	52.43715651
TCM_00731	0.100266464	0.958649396	Not DE	hatch	NA	2.779066045	3.228873644	3.119178506
TCM_00732	0.203759525	0.894559575	Not DE	hatch	0.001	22.82971205	17.60025418	15.7908125
TCM_00733	0.092602559	0.927593516	Not DE	hatch	0.8642	19.98693047	24.23411821	23.10643594
TCM_00734	0.136444313	0.907452501	Not DE	hatch	0.516	14.01554581	12.44307702	11.81984114
TCM_00735	-0.261518024	0.856846741	Not DE	hatch	0.0203	5.090350275	8.12888128	9.682378876
TCM_00736	-0.336734986	0.809901203	Not DE	hatch	0.8974	2.997077466	3.147449003	4.011284385
TCM_00737	0.408853249	0.712636403	Not DE	hatch	0.3867	28.93172573	21.88933242	16.58144954
TCM_00738	0.004249247	0.997737078	Not DE	hatch	0.0948	40.58369373	43.59022574	43.36144921
TCM_00739	0.01798531	0.994054499	Not DE	hatch	0.0829	22.0006076	28.17182144	28.14683177
TCM_00740	-0.019816508	0.991204924	Not DE	hatch	0.1022	52.74459003	46.52318065	48.97197127
TCM_00741	-0.041989036	0.972482993	Not DE	hatch	0.001	68.19918137	94.95722096	100.2083005
TCM_00742	-0.023146385	0.989643365	Not DE	hatch	0.1022	169.4033892	170.8281753	179.0657847
TCM_00743	-0.151063964	0.892619356	Not DE	hatch	NA	21.4998648	24.70841297	27.7614962
TCM_00744	-0.126092238	0.93278549	Not DE	hatch	NA	1.092097629	1.123540596	1.244561857
TCM_00745	-0.850681537	0.768374773	Not DE	hatch	0.2419	0.423930784	0.337563427	0.631759413
TCM_00747	-0.176543686	0.880458536	Not DE	hatch	0.2747	118.6967949	69.51306532	79.30399059
TCM_00748	-0.002864486	0.998989344	Not DE	hatch	NA	82.54618922	11.33179976	11.78681862
TCM_00749	-0.446274863	0.786011497	Not DE	hatch	NA	3.730983649	0.893872035	1.262883792
TCM_00750	0.044131283	0.966926887	Not DE	hatch	NA	196.3967916	206.3060927	205.5017236
TCM_00751	0.155429849	0.889578892	Not DE	hatch	NA	159.8941806	182.1815276	169.6500034
TCM_00752	0.360440133	0.713564941	Not DE	hatch	NA	74.93368045	72.55567519	58.14509572
TCM_00753	0.297366845	0.713564941	Not DE	hatch	0.4299	51.08694026	64.92464883	54.0542111
TCM_00754	-0.122326147	0.892619356	Not DE	hatch	NA	27.51648092	39.86048346	43.94417634
TCM_00755	-0.461248936	0.713564941	Not DE	hatch	0.001	25.88048015	42.29037747	58.01101481
TCM_00756	-0.493276206	0.726135602	Not DE	hatch	NA	5.505745149	10.30794759	14.54781334
TCM_00757	-0.586091317	0.640034592	Not DE	hatch	0.001	5.962304487	7.857465543	12.02063871
TCM_00758	-0.041771131	0.986626442	Not DE	hatch	NA	8.31461271	10.20230172	10.55963807
TCM_00759	1.241094151	0.370384962	Not DE	hatch	0.4036	4.172842359	2.612412735	1.122133735
TCM_00760	0.216297913	0.807467517	Not DE	hatch	0.001	19.80460618	21.28154555	18.70282718
TCM_00761	0.120405531	0.876582892	Not DE	hatch	0.3007	87.67092302	96.6462568	90.71635117
TCM_00762	0.315095282	0.706518144	Not DE	hatch	NA	37.1830125	49.91219983	40.95264739
TCM_00763	-0.140112348	0.909207433	Not DE	hatch	NA	52.22223734	105.6079444	116.5121417
TCM_00764	0.065310262	0.982603224	Not DE	hatch	NA	0.569045104	0.899195544	0.883713449
TCM_00766	-0.243661206	0.924924237	Not DE	hatch	NA	0.77798946	0.615222019	0.730932367
TCM_00767	-0.05161947	0.966922146	Not DE	hatch	0.1195	10.71261513	21.43819478	22.72076974
TCM_00768	0.384420213	0.854381771	Not DE	hatch	NA	1.512584074	2.795452802	2.228077433
TCM_00769	0.170191724	0.85507464	Not DE	hatch	0.4753	41.20102641	39.44266182	35.53379367
TCM_00770	0.008667067	0.995769433	Not DE	hatch	NA	31.98068991	51.60331938	52.51679797
TCM_00771	-0.091734872	0.958649396	Not DE	hatch	0.2692	164.4466483	212.9473244	237.0943793
TCM_00772	0.560533299	0.741760419	Not DE	hatch	0.1577	2.898799205	2.883452649	1.92603381
TCM_00773	0.252331856	0.867696961	Not DE	hatch	0.001	25.4297219	17.10241081	14.59202836
TCM_00774	-0.082711671	0.958649396	Not DE	hatch	NA	27.54135966	15.04278216	16.55202079
TCM_00775	-0.450819817	0.762597062	Not DE	hatch	NA	6.81491677	2.709654946	3.886649441
TCM_00776	0.14244921	0.903589433	Not DE	hatch	0.1521	22.38677349	17.26448702	16.2261251
TCM_00777	-0.091207466	0.965186855	Not DE	hatch	NA	2.033821534	2.310806324	2.445644498
TCM_00778	-0.063820125	0.958649396	Not DE	hatch	NA	98.98504168	111.4137296	116.2058596
TCM_00779	0.262518426	0.77988398	Not DE	hatch	NA	37.12992822	25.17089314	21.43985681
TCM_00781	0.320873916	0.753217537	Not DE	hatch	0.0537	24.13433242	23.24919229	18.93377632
TCM_00782	0.124364421	0.878357143	Not DE	hatch	0.1785	66.225392	54.33325026	51.05902041
TCM_00783	-0.012092398	0.996357127	Not DE	hatch	0.1453	25.13226938	30.09364778	30.32480394
TCM_00784	0.009299943	0.996586107	Not DE	hatch	0.001	3.090325993	4.467835577	4.51051498
TCM_00785	-0.195997219	0.903589433	Not DE	hatch	NA	1.160251352	1.634519113	1.897815876
TCM_00786	-0.081580066	0.968806741	Not DE	hatch	NA	1.794065189	1.599642292	1.75575132
TCM_00787	0.360014851	0.785178341	Not DE	hatch	0.1529	6.240878749	7.502568789	5.931858084
TCM_00788	-0.093800783	0.950319955	Not DE	hatch	0.001	142.9334003	183.0470503	202.8438733
TCM_00789	0.455701991	0.693007871	Not DE	hatch	0.1135	11.26652484	10.81736644	7.987263963
TCM_00790	0.824328945	0.545357389	Not DE	hatch	0.001	18.01145279	16.67712503	9.614003602
TCM_00791	0.023731433	0.991204924	Not DE	hatch	NA	37.32908336	61.75460231	61.77133977
TCM_00792	-0.453233186	0.686724759	Not DE	hatch	NA	28.60977974	31.79746389	44.4491987
TCM_00794	-0.514010188	0.807467517	Not DE	hatch	NA	1.383492159	0.715621284	1.01658059
TCM_00795	-0.063300604	0.958649396	Not DE	hatch	0.0739	16.3245872	20.6162367	21.83449932
TCM_00796	0.182562168	0.852545212	Not DE	hatch	0.1836	21.52268475	25.44497707	22.53563024
TCM_00797	-0.025172233	0.993105084	Not DE	hatch	NA	1.582585545	2.039327367	2.124649468
TCM_00798	-0.069454534	0.950319955	Not DE	hatch	0.1482	18.75189886	17.58138975	18.86714525
TCM_00799	0.271561458	0.795595474	Not DE	hatch	0.001	601.3103012	651.8530724	556.8444841
TCM_00800	-0.17943721	0.882860981	Not DE	hatch	0.1515	52.4832213	41.45947807	47.81482295
TCM_00801	0.456692287	0.701409191	Not DE	hatch	1.3274	114.0942197	68.05114415	50.63669444
TCM_00802	-0.112071857	0.901054304	Not DE	hatch	0.5963	40.04021537	57.06695978	63.53705872
TCM_00803	-0.063063947	0.973203263	Not DE	hatch	0.0313	4.225546635	4.994453355	5.191418653
TCM_00804	0.059732601	0.972660414	Not DE	hatch	0.2499	162.8734021	156.1128398	152.062903
TCM_00805	0.038039832	0.972670337	Not DE	hatch	0.1633	61.90340998	59.57730351	60.02687246
TCM_00806	0.504646997	0.751357469	Not DE	hatch	0.2588	229.3366385	414.8090559	303.7889338
TCM_00807	-0.078177911	0.954924802	Not DE	hatch	0.0705	109.0213268	146.5778327	157.6522546
TCM_00808	0.161551017	0.917277077	Not DE	hatch	0.4622	70.37174782	81.16284642	73.75819269
TCM_00809	-0.354473735	0.741760419	Not DE	hatch	NA	20.83251074	25.32593313	32.55924079
TCM_00810	-0.028709601	0.995301514	Not DE	hatch	NA	0.606543497	0.549205081	0.583769539
TCM_00811	0.463642707	0.738608916	Not DE	hatch	NA	2.414263265	2.978947542	2.200411648
TCM_00812	0.240830834	0.86330885	Not DE	hatch	0.2576	18.43065502	23.38044562	20.3100366
TCM_00813	-0.121997402	0.934950028	Not DE	hatch	NA	73.74053134	81.60545063	92.26493317
TCM_00814	-0.137230135	0.950319955	Not DE	hatch	0.1039	18.99155607	12.42927456	13.77755596
TCM_00815	0.137366335	0.913254546	Not DE	hatch	0.1058	22.75522391	38.09646748	35.00479869
TCM_00816	-0.20230785	0.858726767	Not DE	hatch	0.1013	16.72683662	13.21631683	15.6745505
TCM_00817	-0.14714041	0.913094005	Not DE	hatch	0.1871	39.81855873	59.67514804	66.29603388
TCM_00819	-0.456915848	0.831765296	Not DE	hatch	NA	0.205017976	0.365123171	0.506403197
TCM_00820	-0.12958526	0.919013644	Not DE	hatch	NA	2.959466633	5.563124973	6.217112272
TCM_00821	-0.004394462	0.997737078	Not DE	hatch	0.1005	101.1502133	100.9136304	104.3892616
TCM_00822	-0.336084835	0.713564941	Not DE	hatch	0.0534	34.2539002	28.04785898	35.94442808
TCM_00823	-0.178040476	0.862884403	Not DE	hatch	0.001	941.5848486	994.8133634	1160.170504
